ts_sec,rel_ms,current_mA
1757011767.199190,17050.593,0.060
1757011767.201258,17052.661,0.060
1757011767.203327,17054.730,0.060
1757011767.205396,17056.799,0.060
1757011767.207464,17058.868,0.060
1757011767.209532,17060.936,0.060
1757011767.211602,17063.005,0.060
1757011767.213670,17065.074,0.060
1757011767.215739,17067.143,0.060
1757011767.217809,17069.213,0.060
1757011767.219880,17071.284,0.060
1757011767.221949,17073.353,0.060
1757011767.224027,17075.430,0.060
1757011767.226098,17077.501,0.060
1757011767.228165,17079.569,0.060
1757011767.230234,17081.638,0.060
1757011767.232300,17083.704,0.060
1757011767.234369,17085.772,0.060
1757011767.236438,17087.842,0.060
1757011767.238507,17089.911,0.060
1757011767.240576,17091.979,0.060
1757011767.242645,17094.048,0.060
1757011767.244714,17096.118,0.060
1757011767.246783,17098.187,0.060
1757011767.248850,17100.254,0.060
1757011767.250919,17102.322,0.060
1757011767.252987,17104.391,0.060
1757011767.255056,17106.460,0.060
1757011767.257125,17108.529,0.060
1757011767.259194,17110.598,0.060
1757011767.261264,17112.667,0.060
1757011767.263332,17114.736,0.060
1757011767.265402,17116.805,0.060
1757011767.267471,17118.874,0.060
1757011767.269539,17120.943,0.060
1757011767.271609,17123.012,0.060
1757011767.273678,17125.081,0.060
1757011767.275746,17127.150,0.060
1757011767.277815,17129.218,0.060
1757011767.279884,17131.287,0.060
1757011767.281952,17133.356,0.060
1757011767.284020,17135.424,0.060
1757011767.286090,17137.494,0.060
1757011767.288158,17139.561,0.060
1757011767.290226,17141.630,0.060
1757011767.292293,17143.697,0.060
1757011767.294361,17145.765,0.060
1757011767.296430,17147.834,0.060
1757011767.298499,17149.903,0.060
1757011767.300567,17151.971,0.060
1757011767.302637,17154.040,0.060
1757011767.304703,17156.107,0.060
1757011767.306773,17158.176,0.060
1757011767.308840,17160.244,0.060
1757011767.310909,17162.313,0.060
1757011767.312979,17164.382,0.060
1757011767.315048,17166.451,0.060
1757011767.317116,17168.520,0.060
1757011767.319184,17170.588,0.060
1757011767.321252,17172.656,0.060
